Assembly Accession	Assembly Name	Annotation Release Date	Organism Name	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Ecotype	Organism Infraspecific Names Isolate	Organism Infraspecific Names Sex	Annotation Name	Assembly Level	Assembly Release Date	WGS project accession	Assembly Stats Number of Scaffolds	Species
GCF_028622495.1	ASM2862249v1	2025-03-25	Escherichia albertii		BIA_32					GCF_028622495.1-RS_2025_03_25	Complete Genome	2023-02-15		6	Escherichia albertii
GCF_028622395.1	ASM2862239v1	2025-03-25	Escherichia albertii		BIA_13					GCF_028622395.1-RS_2025_03_25	Complete Genome	2023-02-15		9	Escherichia albertii
GCF_028622535.1	ASM2862253v1	2025-03-25	Escherichia albertii		BIA_25					GCF_028622535.1-RS_2025_03_25	Complete Genome	2023-02-15		5	Escherichia albertii
GCF_028622455.1	ASM2862245v1	2025-03-25	Escherichia albertii		BIA_36					GCF_028622455.1-RS_2025_03_25	Complete Genome	2023-02-15		5	Escherichia albertii
GCF_028622295.1	ASM2862229v1	2025-03-25	Escherichia albertii		BIA_5					GCF_028622295.1-RS_2025_03_25	Complete Genome	2023-02-15		5	Escherichia albertii
GCF_028622435.1	ASM2862243v1	2025-03-25	Escherichia albertii		BIA_4					GCF_028622435.1-RS_2025_03_25	Complete Genome	2023-02-15		5	Escherichia albertii
GCF_028622515.1	ASM2862251v1	2025-03-25	Escherichia albertii		BIA_15					GCF_028622515.1-RS_2025_03_25	Complete Genome	2023-02-15		5	Escherichia albertii
GCF_028622475.1	ASM2862247v1	2025-03-25	Escherichia albertii		BIA_35					GCF_028622475.1-RS_2025_03_25	Complete Genome	2023-02-15		5	Escherichia albertii
GCF_001618345.2	ASM161834v2	2025-08-31	Escherichia coli		Ecol_745					GCF_001618345.2-RS_2025_08_31	Complete Genome	2016-07-12		2	Escherichia coli
GCF_034643695.1	ASM3464369v1	2025-08-31	Escherichia coli		KE47					GCF_034643695.1-RS_2025_08_31	Complete Genome	2023-12-26		2	Escherichia coli
GCF_003122105.1	ASM312210v1	2025-08-31	Escherichia coli		ECCRA-119					GCF_003122105.1-RS_2025_08_31	Complete Genome	2018-05-13		4	Escherichia coli
GCF_030717665.1	ASM3071766v1	2025-08-27	Escherichia coli		QML220601					GCF_030717665.1-RS_2025_08_27	Complete Genome	2023-08-13		2	Escherichia coli
GCF_024499095.1	ASM2449909v1	2025-08-27	Escherichia coli		CPww7					GCF_024499095.1-RS_2025_08_27	Complete Genome	2022-08-01		6	Escherichia coli
GCF_024499265.1	ASM2449926v1	2025-08-27	Escherichia coli		LP50-1					GCF_024499265.1-RS_2025_08_27	Complete Genome	2022-08-01		8	Escherichia coli
GCF_024496025.1	ASM2449602v1	2025-08-27	Escherichia coli		035152					GCF_024496025.1-RS_2025_08_27	Complete Genome	2022-07-31		2	Escherichia coli
GCF_024499115.1	ASM2449911v1	2025-08-27	Escherichia coli		CP52E					GCF_024499115.1-RS_2025_08_27	Complete Genome	2022-08-01		6	Escherichia coli
GCF_024499305.1	ASM2449930v1	2025-08-27	Escherichia coli		JSMCR1					GCF_024499305.1-RS_2025_08_27	Complete Genome	2022-08-01		6	Escherichia coli
GCF_024499155.1	ASM2449915v1	2025-08-27	Escherichia coli		CPF6					GCF_024499155.1-RS_2025_08_27	Complete Genome	2022-08-01		11	Escherichia coli
GCF_024499175.1	ASM2449917v1	2025-08-27	Escherichia coli		CPE35					GCF_024499175.1-RS_2025_08_27	Complete Genome	2022-08-01		9	Escherichia coli
GCF_030717825.1	ASM3071782v1	2025-08-27	Escherichia coli		QML220614					GCF_030717825.1-RS_2025_08_27	Complete Genome	2023-08-13		2	Escherichia coli
GCF_001679985.1	ASM167998v1	2025-08-25	Escherichia coli		210205630					GCF_001679985.1-RS_2025_08_25	Complete Genome	2016-07-06		6	Escherichia coli
GCF_024331495.2	ASM2433149v2	2025-08-25	Escherichia coli		MLI106K2					GCF_024331495.2-RS_2025_08_25	Complete Genome	2023-02-08		4	Escherichia coli
GCF_024331345.2	ASM2433134v2	2025-08-25	Escherichia coli		MLI104K2					GCF_024331345.2-RS_2025_08_25	Complete Genome	2023-02-08		2	Escherichia coli
GCF_023370135.1	ASM2337013v1	2025-08-25	Escherichia coli		2-1					GCF_023370135.1-RS_2025_08_25	Complete Genome	2022-05-15		5	Escherichia coli
GCF_028551195.1	ASM2855119v1	2025-08-25	Escherichia coli		CUVM3					GCF_028551195.1-RS_2025_08_25	Complete Genome	2023-02-08		6	Escherichia coli
GCF_002077195.1	ASM207719v1	2025-08-25	Escherichia coli		FAM21845					GCF_002077195.1-RS_2025_08_25	Complete Genome	2017-04-03		6	Escherichia coli
GCF_018323825.1	ASM1832382v1	2025-08-25	Escherichia coli		Ec387					GCF_018323825.1-RS_2025_08_25	Complete Genome	2021-04-20		3	Escherichia coli
GCF_019211745.1	ASM1921174v1	2025-08-23	Escherichia coli		Sx181-0-1					GCF_019211745.1-RS_2025_08_23	Complete Genome	2021-07-14		2	Escherichia coli
GCF_030708015.1	ASM3070801v1	2025-08-22	Escherichia coli		R4					GCF_030708015.1-RS_2025_08_22	Complete Genome	2023-08-10		2	Escherichia coli
GCF_030707995.1	ASM3070799v1	2025-08-22	Escherichia coli		R6					GCF_030707995.1-RS_2025_08_22	Complete Genome	2023-08-10		4	Escherichia coli
GCF_030717525.1	ASM3071752v1	2025-08-22	Escherichia coli		GON1437					GCF_030717525.1-RS_2025_08_22	Complete Genome	2023-08-12		2	Escherichia coli
GCF_030717505.1	ASM3071750v1	2025-08-22	Escherichia coli		JCH8249					GCF_030717505.1-RS_2025_08_22	Complete Genome	2023-08-12		2	Escherichia coli
GCF_030717485.1	ASM3071748v1	2025-08-22	Escherichia coli		JCH767					GCF_030717485.1-RS_2025_08_22	Complete Genome	2023-08-12		1	Escherichia coli
GCF_030708055.1	ASM3070805v1	2025-08-22	Escherichia coli		R2					GCF_030708055.1-RS_2025_08_22	Complete Genome	2023-08-10		4	Escherichia coli
GCF_030708375.1	ASM3070837v1	2025-08-22	Escherichia coli		DJH_137urine					GCF_030708375.1-RS_2025_08_22	Complete Genome	2023-08-10		4	Escherichia coli
GCF_030708255.1	ASM3070825v1	2025-08-21	Escherichia coli		S6					GCF_030708255.1-RS_2025_08_21	Complete Genome	2023-08-10		3	Escherichia coli
GCF_030708155.1	ASM3070815v1	2025-08-21	Escherichia coli		S13					GCF_030708155.1-RS_2025_08_21	Complete Genome	2023-08-10		3	Escherichia coli
GCF_030708175.1	ASM3070817v1	2025-08-21	Escherichia coli		S12					GCF_030708175.1-RS_2025_08_21	Complete Genome	2023-08-10		2	Escherichia coli
GCF_030708135.1	ASM3070813v1	2025-08-21	Escherichia coli		S14					GCF_030708135.1-RS_2025_08_21	Complete Genome	2023-08-10		3	Escherichia coli
GCF_030708275.1	ASM3070827v1	2025-08-21	Escherichia coli		S5					GCF_030708275.1-RS_2025_08_21	Complete Genome	2023-08-10		3	Escherichia coli
GCF_030708235.1	ASM3070823v1	2025-08-21	Escherichia coli		S7					GCF_030708235.1-RS_2025_08_21	Complete Genome	2023-08-10		6	Escherichia coli
GCF_030708215.1	ASM3070821v1	2025-08-21	Escherichia coli		S8					GCF_030708215.1-RS_2025_08_21	Complete Genome	2023-08-10		2	Escherichia coli
GCF_030708535.1	ASM3070853v1	2025-08-21	Escherichia coli		R14					GCF_030708535.1-RS_2025_08_21	Complete Genome	2023-08-10		4	Escherichia coli
GCF_030707875.1	ASM3070787v1	2025-08-21	Escherichia coli		R12					GCF_030707875.1-RS_2025_08_21	Complete Genome	2023-08-10		2	Escherichia coli
GCF_030708295.1	ASM3070829v1	2025-08-21	Escherichia coli		S4					GCF_030708295.1-RS_2025_08_21	Complete Genome	2023-08-10		2	Escherichia coli
GCF_030707915.1	ASM3070791v1	2025-08-21	Escherichia coli		R10					GCF_030707915.1-RS_2025_08_21	Complete Genome	2023-08-10		2	Escherichia coli
GCF_030708315.1	ASM3070831v1	2025-08-21	Escherichia coli		S3					GCF_030708315.1-RS_2025_08_21	Complete Genome	2023-08-10		1	Escherichia coli
GCF_030707855.1	ASM3070785v1	2025-08-21	Escherichia coli		R13					GCF_030707855.1-RS_2025_08_21	Complete Genome	2023-08-10		2	Escherichia coli
GCF_030707895.1	ASM3070789v1	2025-08-21	Escherichia coli		R11					GCF_030707895.1-RS_2025_08_21	Complete Genome	2023-08-10		7	Escherichia coli
GCF_030707975.1	ASM3070797v1	2025-08-21	Escherichia coli		R7					GCF_030707975.1-RS_2025_08_21	Complete Genome	2023-08-10		4	Escherichia coli
GCF_030708335.1	ASM3070833v1	2025-08-21	Escherichia coli		S2					GCF_030708335.1-RS_2025_08_21	Complete Genome	2023-08-10		4	Escherichia coli
GCF_030707935.1	ASM3070793v1	2025-08-21	Escherichia coli		R9					GCF_030707935.1-RS_2025_08_21	Complete Genome	2023-08-10		8	Escherichia coli
GCF_030707955.1	ASM3070795v1	2025-08-21	Escherichia coli		R8					GCF_030707955.1-RS_2025_08_21	Complete Genome	2023-08-10		2	Escherichia coli
GCF_030708195.1	ASM3070819v1	2025-08-21	Escherichia coli		S9					GCF_030708195.1-RS_2025_08_21	Complete Genome	2023-08-10		4	Escherichia coli
GCF_030708395.1	ASM3070839v1	2025-08-21	Escherichia coli		DJH_183sputum					GCF_030708395.1-RS_2025_08_21	Complete Genome	2023-08-10		3	Escherichia coli
GCF_024467035.1	ASM2446703v1	2025-08-21	Escherichia coli		M171-1					GCF_024467035.1-RS_2025_08_21	Complete Genome	2022-07-28		3	Escherichia coli
GCF_052122755.1	ASM5212275v1	2025-08-19	Escherichia coli		2020N21-110-15					GCF_052122755.1-RS_2025_08_19	Complete Genome	2025-08-19	JBQJRS01	21	Escherichia coli
GCF_052122845.1	ASM5212284v1	2025-08-19	Escherichia coli		2020N21-110-24					GCF_052122845.1-RS_2025_08_19	Complete Genome	2025-08-19	JBQJRT01	15	Escherichia coli
GCF_003944565.2	ASM394456v2	2025-07-31	Escherichia fergusonii		EFCF056					GCF_003944565.2-RS_2025_07_31	Complete Genome	2019-06-10		7	Escherichia fergusonii
GCF_019047545.1	ASM1904754v1	2025-07-20	Escherichia fergusonii		FDAARGOS 1438					GCF_019047545.1-RS_2025_07_20	Complete Genome	2021-06-28		1	Escherichia fergusonii
GCF_013171325.1	ASM1317132v1	2025-07-17	Escherichia fergusonii		HNCF11W					GCF_013171325.1-RS_2025_07_17	Complete Genome	2020-05-26		3	Escherichia fergusonii
GCF_030296855.1	ASM3029685v1	2025-06-21	Escherichia fergusonii		30038					GCF_030296855.1-RS_2025_06_21	Complete Genome	2023-04-05		5	Escherichia fergusonii
GCF_030035445.1	ASM3003544v1	2025-05-18	Escherichia fergusonii		XJ19MCE1					GCF_030035445.1-RS_2025_05_18	Complete Genome	2023-05-18		8	Escherichia fergusonii
GCF_020883415.1	ASM2088341v1	2025-04-21	Escherichia fergusonii		EF20JDJ4045					GCF_020883415.1-RS_2025_04_21	Complete Genome	2021-11-18		6	Escherichia fergusonii
GCF_020105775.1	ASM2010577v1	2025-04-21	Escherichia fergusonii		EF31					GCF_020105775.1-RS_2025_04_21	Complete Genome	2021-09-23		3	Escherichia fergusonii
GCF_020023425.1	ASM2002342v1	2025-04-21	Escherichia fergusonii		EF91					GCF_020023425.1-RS_2025_04_21	Complete Genome	2021-09-17		3	Escherichia fergusonii
GCF_029718025.1	ASM2971802v1	2025-04-13	Escherichia fergusonii		RHB02-E1-C03					GCF_029718025.1-RS_2025_04_13	Complete Genome	2023-04-13		6	Escherichia fergusonii
GCF_029719885.1	ASM2971988v1	2025-04-13	Escherichia fergusonii		RHB44-C21					GCF_029719885.1-RS_2025_04_13	Complete Genome	2023-04-13		3	Escherichia fergusonii
GCF_029716165.1	ASM2971616v1	2025-04-13	Escherichia fergusonii		RHB16-E2-C07					GCF_029716165.1-RS_2025_04_13	Complete Genome	2023-04-13		2	Escherichia fergusonii
GCF_029720005.1	ASM2972000v1	2025-04-13	Escherichia fergusonii		RHB44-C01					GCF_029720005.1-RS_2025_04_13	Complete Genome	2023-04-13		6	Escherichia fergusonii
GCF_029719985.1	ASM2971998v1	2025-04-13	Escherichia fergusonii		RHB44-C03					GCF_029719985.1-RS_2025_04_13	Complete Genome	2023-04-13		7	Escherichia fergusonii
GCF_013799825.1	ASM1379982v1	2025-04-10	Escherichia fergusonii		RHB42-C13					GCF_013799825.1-RS_2025_04_10	Complete Genome	2020-07-28		4	Escherichia fergusonii
GCF_013820845.1	ASM1382084v1	2025-04-09	Escherichia fergusonii		RHB32-C05					GCF_013820845.1-RS_2025_04_09	Complete Genome	2020-07-28		4	Escherichia fergusonii
GCF_013829265.1	ASM1382926v1	2025-04-09	Escherichia fergusonii		RHB28-C21					GCF_013829265.1-RS_2025_04_09	Complete Genome	2020-07-28		7	Escherichia fergusonii
GCF_013834165.1	ASM1383416v1	2025-04-09	Escherichia fergusonii		RHB26-C09					GCF_013834165.1-RS_2025_04_09	Complete Genome	2020-07-28		1	Escherichia fergusonii
GCF_036511175.1	ASM3651117v1	2025-04-09	Escherichia fergusonii		22C057LT					GCF_036511175.1-RS_2025_04_09	Complete Genome	2023-09-02		6	Escherichia fergusonii
GCF_036509855.1	ASM3650985v1	2025-04-09	Escherichia fergusonii		18B226LT					GCF_036509855.1-RS_2025_04_09	Complete Genome	2023-09-02		7	Escherichia fergusonii
GCF_013838265.1	ASM1383826v1	2025-04-09	Escherichia fergusonii		RHB24-C08					GCF_013838265.1-RS_2025_04_09	Complete Genome	2020-07-28		1	Escherichia fergusonii
GCF_013838465.1	ASM1383846v1	2025-04-09	Escherichia fergusonii		RHB24-C06					GCF_013838465.1-RS_2025_04_09	Complete Genome	2020-07-28		1	Escherichia fergusonii
GCF_013819325.1	ASM1381932v1	2025-04-04	Escherichia fergusonii		RHB33-C04					GCF_013819325.1-RS_2025_04_04	Complete Genome	2020-07-28		5	Escherichia fergusonii
GCF_013819085.1	ASM1381908v1	2025-04-04	Escherichia fergusonii		RHB33-C07					GCF_013819085.1-RS_2025_04_04	Complete Genome	2020-07-28		5	Escherichia fergusonii
GCF_036511355.1	ASM3651135v1	2025-04-04	Escherichia fergusonii		22C065LT					GCF_036511355.1-RS_2025_04_04	Complete Genome	2023-09-02		5	Escherichia fergusonii
GCF_036510595.1	ASM3651059v1	2025-04-04	Escherichia fergusonii		22C036LT					GCF_036510595.1-RS_2025_04_04	Complete Genome	2023-09-02		5	Escherichia fergusonii
GCF_036510815.1	ASM3651081v1	2025-04-04	Escherichia fergusonii		22C037LT					GCF_036510815.1-RS_2025_04_04	Complete Genome	2023-09-02		5	Escherichia fergusonii
GCF_013813205.1	ASM1381320v1	2025-04-03	Escherichia fergusonii		RHB38-C07					GCF_013813205.1-RS_2025_04_03	Complete Genome	2020-07-28		6	Escherichia fergusonii
GCF_013801425.1	ASM1380142v1	2025-04-03	Escherichia fergusonii		RHB41-C20					GCF_013801425.1-RS_2025_04_03	Complete Genome	2020-07-28		6	Escherichia fergusonii
GCF_013801845.1	ASM1380184v1	2025-04-03	Escherichia fergusonii		RHB41-C15					GCF_013801845.1-RS_2025_04_03	Complete Genome	2020-07-28		6	Escherichia fergusonii
GCF_013820225.1	ASM1382022v1	2025-04-03	Escherichia fergusonii		RHB32-C16					GCF_013820225.1-RS_2025_04_03	Complete Genome	2020-07-28		5	Escherichia fergusonii
GCF_013820465.1	ASM1382046v1	2025-04-03	Escherichia fergusonii		RHB32-C09					GCF_013820465.1-RS_2025_04_03	Complete Genome	2020-07-28		5	Escherichia fergusonii
GCF_013798785.1	ASM1379878v1	2025-04-03	Escherichia fergusonii		RHB42-C24					GCF_013798785.1-RS_2025_04_03	Complete Genome	2020-07-28		4	Escherichia fergusonii
GCF_013800985.1	ASM1380098v1	2025-04-03	Escherichia fergusonii		RHB42-C01					GCF_013800985.1-RS_2025_04_03	Complete Genome	2020-07-28		4	Escherichia fergusonii
GCF_013899845.1	ASM1389984v1	2025-04-03	Escherichia fergusonii		RHB10-C04					GCF_013899845.1-RS_2025_04_03	Complete Genome	2020-07-29		4	Escherichia fergusonii
GCF_013899685.1	ASM1389968v1	2025-04-03	Escherichia fergusonii		RHB10-C23					GCF_013899685.1-RS_2025_04_03	Complete Genome	2020-07-29		4	Escherichia fergusonii
GCF_036510415.1	ASM3651041v1	2025-04-03	Escherichia fergusonii		22C021LT					GCF_036510415.1-RS_2025_04_03	Complete Genome	2023-09-02		5	Escherichia fergusonii
GCF_036510215.1	ASM3651021v1	2025-04-03	Escherichia fergusonii		18B269LT					GCF_036510215.1-RS_2025_04_03	Complete Genome	2023-09-02		5	Escherichia fergusonii
GCF_036511015.1	ASM3651101v1	2025-04-03	Escherichia fergusonii		22C056LT					GCF_036511015.1-RS_2025_04_03	Complete Genome	2023-09-02		5	Escherichia fergusonii
GCF_036510035.1	ASM3651003v1	2025-04-03	Escherichia fergusonii		18B233LT					GCF_036510035.1-RS_2025_04_03	Complete Genome	2023-09-02		5	Escherichia fergusonii
GCF_013923185.1	ASM1392318v1	2025-04-02	Escherichia fergusonii		RHB02-C22					GCF_013923185.1-RS_2025_04_02	Complete Genome	2020-07-30		6	Escherichia fergusonii
GCF_013596835.1	ASM1359683v1	2025-04-02	Escherichia fergusonii		RHB28-C13					GCF_013596835.1-RS_2025_04_02	Complete Genome	2020-07-24		6	Escherichia fergusonii
GCF_013834525.1	ASM1383452v1	2025-04-02	Escherichia fergusonii		RHB26-C03					GCF_013834525.1-RS_2025_04_02	Complete Genome	2020-07-28		2	Escherichia fergusonii
GCF_013813425.1	ASM1381342v1	2025-04-02	Escherichia fergusonii		RHB38-C04					GCF_013813425.1-RS_2025_04_02	Complete Genome	2020-07-28		3	Escherichia fergusonii
GCF_013819565.1	ASM1381956v1	2025-04-02	Escherichia fergusonii		RHB32-C22					GCF_013819565.1-RS_2025_04_02	Complete Genome	2020-07-28		3	Escherichia fergusonii
GCF_013822105.1	ASM1382210v1	2025-04-02	Escherichia fergusonii		RHB31-C13					GCF_013822105.1-RS_2025_04_02	Complete Genome	2020-07-28		1	Escherichia fergusonii
GCF_013836325.1	ASM1383632v1	2025-04-02	Escherichia fergusonii		RHB25-C10					GCF_013836325.1-RS_2025_04_02	Complete Genome	2020-07-28		2	Escherichia fergusonii
GCF_013893835.1	ASM1389383v1	2025-04-02	Escherichia fergusonii		RHB18-C04					GCF_013893835.1-RS_2025_04_02	Complete Genome	2020-07-29		3	Escherichia fergusonii
GCF_013591455.1	ASM1359145v1	2025-04-02	Escherichia fergusonii		RHB41-C23					GCF_013591455.1-RS_2025_04_02	Complete Genome	2020-07-24		9	Escherichia fergusonii
GCF_013894595.1	ASM1389459v1	2025-04-02	Escherichia fergusonii		RHB17-C11					GCF_013894595.1-RS_2025_04_02	Complete Genome	2020-07-29		1	Escherichia fergusonii
GCF_013886195.1	ASM1388619v1	2025-04-02	Escherichia fergusonii		RHB23-C02					GCF_013886195.1-RS_2025_04_02	Complete Genome	2020-07-29		4	Escherichia fergusonii
GCF_010233385.1	ASM1023338v1	2025-08-11	Francisella tularensis subsp. holarctica		B-8364					GCF_010233385.1-RS_2025_08_11	Complete Genome	2020-02-06		1	Francisella tularensis
GCF_019182265.1	ASM1918226v1	2025-08-10	Francisella tularensis		Scherm					GCF_019182265.1-RS_2025_08_10	Complete Genome	2021-07-06		1	Francisella tularensis
GCF_019137575.1	ASM1913757v1	2025-07-30	Francisella tularensis		Schu S4_249					GCF_019137575.1-RS_2025_07_30	Complete Genome	2021-07-06		1	Francisella tularensis
GCF_019134835.1	ASM1913483v1	2025-07-30	Francisella tularensis		COLL					GCF_019134835.1-RS_2025_07_30	Complete Genome	2021-07-06		1	Francisella tularensis
GCF_019137555.1	ASM1913755v1	2025-07-30	Francisella tularensis		Schu S4					GCF_019137555.1-RS_2025_07_30	Complete Genome	2021-07-06		1	Francisella tularensis
GCF_019134775.1	ASM1913477v1	2025-07-30	Francisella tularensis		2016320786					GCF_019134775.1-RS_2025_07_30	Complete Genome	2021-07-06		1	Francisella tularensis
GCF_019134815.1	ASM1913481v1	2025-07-30	Francisella tularensis		2015315990					GCF_019134815.1-RS_2025_07_30	Complete Genome	2021-07-06		1	Francisella tularensis
GCF_019134755.1	ASM1913475v1	2025-07-30	Francisella tularensis		2014313438					GCF_019134755.1-RS_2025_07_30	Complete Genome	2021-07-06		1	Francisella tularensis
GCF_019134735.1	ASM1913473v1	2025-07-30	Francisella tularensis		2017317779					GCF_019134735.1-RS_2025_07_30	Complete Genome	2021-07-06		1	Francisella tularensis
GCF_019134795.1	ASM1913479v1	2025-07-30	Francisella tularensis subsp. holarctica		2015321842					GCF_019134795.1-RS_2025_07_30	Complete Genome	2021-07-06		1	Francisella tularensis
GCF_002102455.2	ASM210245v2	2025-07-25	Francisella tularensis subsp. holarctica		A271_1 (FDC408)					GCF_002102455.2-RS_2025_07_25	Complete Genome	2020-06-29		1	Francisella tularensis
GCF_051048185.1	FSC458	2025-06-26	Francisella tularensis subsp. holarctica		LVS					GCF_051048185.1-RS_2025_06_26	Complete Genome	2025-06-27		1	Francisella tularensis
GCF_000833335.1	ASM83333v1	2025-05-08	Francisella tularensis subsp. holarctica LVS		LVS					GCF_000833335.1-RS_2025_05_08	Complete Genome	2015-02-06		1	Francisella tularensis
GCF_010233165.1	ASM1023316v1	2025-04-16	Francisella tularensis subsp. holarctica		B-8365					GCF_010233165.1-RS_2025_04_16	Complete Genome	2020-02-06		1	Francisella tularensis
GCF_010232785.1	ASM1023278v1	2025-04-16	Francisella tularensis subsp. holarctica		B-8367					GCF_010232785.1-RS_2025_04_16	Complete Genome	2020-02-06		1	Francisella tularensis
GCF_010232985.1	ASM1023298v1	2025-04-16	Francisella tularensis subsp. holarctica		B-8366					GCF_010232985.1-RS_2025_04_16	Complete Genome	2020-02-06		1	Francisella tularensis
GCF_000011405.1	ASM1140v1	2025-04-16	Francisella tularensis subsp. holarctica OSU18		OSU18					GCF_000011405.1-RS_2025_04_16	Complete Genome	2012-04-23		1	Francisella tularensis
GCF_000248415.2	ASM24841v2	2025-04-16	Francisella tularensis subsp. tularensis TIGB03		TIGB03					GCF_000248415.2-RS_2025_04_16	Complete Genome	2018-05-03		1	Francisella tularensis
GCF_000014605.1	ASM1460v1	2025-04-15	Francisella tularensis subsp. holarctica OSU18		OSU18					GCF_000014605.1-RS_2025_04_15	Complete Genome	2006-09-20		1	Francisella tularensis
GCF_000168775.2	ASM16877v2	2025-04-15	Francisella tularensis subsp. holarctica FSC200		FSC200					GCF_000168775.2-RS_2025_04_15	Complete Genome	2012-09-28		1	Francisella tularensis
GCF_001011135.1	ASM101113v1	2025-04-15	Francisella tularensis subsp. tularensis WY-00W4114		WY-00W4114			Francisella tularensis subsp. tularensis subtype A.II		GCF_001011135.1-RS_2025_04_15	Complete Genome	2015-05-21		1	Francisella tularensis
GCF_000016105.1	ASM1610v1	2025-04-15	Francisella tularensis subsp. tularensis WY96-3418		WY96-3418					GCF_000016105.1-RS_2025_04_15	Complete Genome	2007-03-24		1	Francisella tularensis
GCF_000023305.1	ASM2330v1	2025-04-15	Francisella tularensis subsp. tularensis NE061598		NE061598					GCF_000023305.1-RS_2025_04_15	Complete Genome	2009-12-28		1	Francisella tularensis
GCF_000017785.1	ASM1778v1	2025-04-15	Francisella tularensis subsp. holarctica FTNF002-00		FTNF002-00					GCF_000017785.1-RS_2025_04_15	Complete Genome	2007-08-23		1	Francisella tularensis
GCF_001865695.1	ASM186569v1	2025-03-05	Francisella tularensis subsp. novicida PA10-7858		PA10-7858					GCF_001865695.1-RS_2025_03_05	Complete Genome	2016-11-03		1	Francisella tularensis
