Assembly Accession	Assembly Name	Annotation Release Date	Organism Name	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Ecotype	Organism Infraspecific Names Isolate	Organism Infraspecific Names Sex	Annotation Name	Assembly Level	Assembly Release Date	WGS project accession	Assembly Stats Number of Scaffolds	Species
GCF_013408885.1	ASM1340888v1	2025-04-18	Klebsiella quasipneumoniae		68-17					GCF_013408885.1-RS_2025_04_18	Complete Genome	2020-07-13		1	Klebsiella quasipneumoniae
GCF_024347795.1	ASM2434779v1	2025-04-18	Klebsiella quasipneumoniae subsp. quasipneumoniae		KAM644					GCF_024347795.1-RS_2025_04_18	Complete Genome	2022-07-06		13	Klebsiella quasipneumoniae
GCF_024347755.1	ASM2434775v1	2025-04-18	Klebsiella quasipneumoniae subsp. quasipneumoniae		KAM622					GCF_024347755.1-RS_2025_04_18	Complete Genome	2022-07-06		11	Klebsiella quasipneumoniae
GCF_022313415.2	ASM2231341v2	2025-04-16	Klebsiella quasipneumoniae subsp. similipneumoniae		IF3SW-P1					GCF_022313415.2-RS_2025_04_16	Complete Genome	2022-05-10		2	Klebsiella quasipneumoniae
GCF_013624775.1	ASM1362477v1	2025-04-08	Klebsiella quasipneumoniae		RHBSTW-00138					GCF_013624775.1-RS_2025_04_08	Complete Genome	2020-07-24		15	Klebsiella quasipneumoniae
GCF_023373565.1	ASM2337356v1	2025-04-08	Klebsiella quasipneumoniae		AR8538					GCF_023373565.1-RS_2025_04_08	Complete Genome	2022-05-16		5	Klebsiella quasipneumoniae
GCF_022494055.1	ASM2249405v1	2025-04-08	Klebsiella quasipneumoniae		STLEFF_28					GCF_022494055.1-RS_2025_04_08	Complete Genome	2022-03-07		7	Klebsiella quasipneumoniae
GCF_037224975.1	ASM3722497v1	2025-04-05	Klebsiella quasipneumoniae		GN04638					GCF_037224975.1-RS_2025_04_05	Complete Genome	2024-04-05		3	Klebsiella quasipneumoniae
GCF_037287485.1	ASM3728748v1	2025-04-05	Klebsiella quasipneumoniae		GN04474					GCF_037287485.1-RS_2025_04_05	Complete Genome	2024-04-05		3	Klebsiella quasipneumoniae
GCF_037950385.1	ASM3795038v1	2025-04-05	Klebsiella quasipneumoniae subsp. similipneumoniae		SHOUER1256					GCF_037950385.1-RS_2025_04_05	Complete Genome	2024-04-06		3	Klebsiella quasipneumoniae
GCF_022433565.1	ASM2243356v1	2025-04-02	Klebsiella quasipneumoniae		ARLG-8054					GCF_022433565.1-RS_2025_04_02	Complete Genome	2022-03-01		2	Klebsiella quasipneumoniae
GCF_019915565.1	ASM1991556v1	2025-04-02	Klebsiella quasipneumoniae		MMCC7					GCF_019915565.1-RS_2025_04_02	Complete Genome	2021-09-09		2	Klebsiella quasipneumoniae
GCF_001596075.2	ASM159607v2	2025-03-05	Klebsiella quasipneumoniae		ATCC 700603			K6		GCF_001596075.2-RS_2025_03_05	Complete Genome	2016-11-22		3	Klebsiella quasipneumoniae
GCF_002240295.1	ASM224029v1	2025-03-05	Klebsiella quasipneumoniae		HKUOPA4					GCF_002240295.1-RS_2025_03_05	Complete Genome	2017-08-03		1	Klebsiella quasipneumoniae
GCF_002240315.1	ASM224031v1	2025-03-05	Klebsiella quasipneumoniae		HKUOPJ4					GCF_002240315.1-RS_2025_03_05	Complete Genome	2017-08-03		1	Klebsiella quasipneumoniae
GCF_002240335.1	ASM224033v1	2025-03-05	Klebsiella quasipneumoniae		HKUOPL4					GCF_002240335.1-RS_2025_03_05	Complete Genome	2017-08-03		1	Klebsiella quasipneumoniae
GCF_021245755.2	ASM2124575v2	2025-02-22	Klebsiella quasipneumoniae		AF004KP1					GCF_021245755.2-RS_2025_02_22	Complete Genome	2025-02-22		6	Klebsiella quasipneumoniae
GCF_026967715.1	ASM2696771v1	2025-02-05	Klebsiella quasipneumoniae		2022CK-00516					GCF_026967715.1-RS_2025_02_05	Complete Genome	2022-12-18		4	Klebsiella quasipneumoniae
GCF_052039215.1	ASM5203921v1	2025-08-15	Klebsiella variicola		Kv_2g					GCF_052039215.1-RS_2025_08_15	Complete Genome	2025-08-16		3	Klebsiella variicola
GCF_051619525.1	ASM5161952v1	2025-07-31	Klebsiella variicola subsp. variicola		KPE040					GCF_051619525.1-RS_2025_07_31	Complete Genome	2025-08-01		5	Klebsiella variicola
GCF_030505415.1	ASM3050541v1	2025-07-18	Klebsiella variicola		LY16					GCF_030505415.1-RS_2025_07_18	Complete Genome	2023-07-19		2	Klebsiella variicola
GCF_030489965.1	ASM3048996v1	2025-07-16	Klebsiella variicola		2020C01-081					GCF_030489965.1-RS_2025_07_16	Complete Genome	2023-07-17		5	Klebsiella variicola
GCF_024138755.1	ASM2413875v1	2025-07-14	Klebsiella variicola		KGB_1					GCF_024138755.1-RS_2025_07_14	Complete Genome	2022-07-05		3	Klebsiella variicola
GCF_030376705.1	ASM3037670v1	2025-06-30	Klebsiella variicola		22KM2707					GCF_030376705.1-RS_2025_06_30	Complete Genome	2023-06-30		2	Klebsiella variicola
GCF_051122715.1	ASM5112271v1	2025-06-28	Klebsiella variicola		HWS1					GCF_051122715.1-RS_2025_06_28	Complete Genome	2025-06-28		1	Klebsiella variicola
GCF_050990805.1	ASM5099080v1	2025-06-19	Klebsiella variicola		KLE2					GCF_050990805.1-RS_2025_06_19	Complete Genome	2025-06-19		2	Klebsiella variicola
GCF_050990795.1	ASM5099079v1	2025-06-18	Klebsiella variicola		KLE3					GCF_050990795.1-RS_2025_06_18	Complete Genome	2025-06-19		2	Klebsiella variicola
GCF_050870805.1	ASM5087080v1	2025-06-11	Klebsiella variicola		T117					GCF_050870805.1-RS_2025_06_11	Complete Genome	2025-06-12		3	Klebsiella variicola
GCF_050847395.1	ASM5084739v1	2025-06-09	Klebsiella variicola		NTUH73					GCF_050847395.1-RS_2025_06_09	Complete Genome	2025-06-09		4	Klebsiella variicola
GCF_905335825.2	AN2340v1_cp	2025-06-04	Klebsiella variicola					0		GCF_905335825.2-RS_2025_06_04	Complete Genome	2022-05-24		4	Klebsiella variicola
GCF_023588825.1	ASM2358882v1	2025-06-03	Klebsiella variicola		17YN56					GCF_023588825.1-RS_2025_06_03	Complete Genome	2022-05-30		1	Klebsiella variicola
GCF_049262525.1	ASM4926252v1	2025-06-01	Klebsiella variicola		GTVSS-026					GCF_049262525.1-RS_2025_06_01	Complete Genome	2025-05-22		1	Klebsiella variicola
GCF_050500315.1	ASM5050031v1	2025-05-21	Klebsiella variicola		ZSLY01					GCF_050500315.1-RS_2025_05_21	Complete Genome	2025-05-22		3	Klebsiella variicola
GCF_050499735.1	ASM5049973v1	2025-05-21	Klebsiella variicola		ZB-1					GCF_050499735.1-RS_2025_05_21	Complete Genome	2025-05-22		4	Klebsiella variicola
GCF_022453785.1	ASM2245378v1	2025-05-18	Klebsiella variicola subsp. variicola		ML.9ba2					GCF_022453785.1-RS_2025_05_18	Complete Genome	2022-03-03		2	Klebsiella variicola
GCF_030007315.1	ASM3000731v1	2025-05-14	Klebsiella variicola		J57					GCF_030007315.1-RS_2025_05_14	Complete Genome	2023-05-13		5	Klebsiella variicola
GCF_033970445.1	ASM3397044v2	2025-05-12	Klebsiella variicola		2023EP-00289					GCF_033970445.1-RS_2025_05_12	Complete Genome	2024-04-25		3	Klebsiella variicola
GCF_039566115.1	ASM3956611v1	2025-05-09	Klebsiella variicola		K3					GCF_039566115.1-RS_2025_05_09	Complete Genome	2024-05-10		1	Klebsiella variicola
GCF_039545775.1	ASM3954577v1	2025-05-07	Klebsiella variicola		LL2208					GCF_039545775.1-RS_2025_05_07	Complete Genome	2024-05-08		1	Klebsiella variicola
GCF_050175235.1	ASM5017523v1	2025-05-07	Klebsiella variicola		A24775					GCF_050175235.1-RS_2025_05_07	Complete Genome	2025-05-14		3	Klebsiella variicola
GCF_038442825.1	ASM3844282v1	2025-04-24	Klebsiella variicola		2024HQ-00003					GCF_038442825.1-RS_2025_04_24	Complete Genome	2024-04-25		3	Klebsiella variicola
GCF_034331225.1	ASM3433122v2	2025-04-21	Klebsiella variicola		2023CK-01508					GCF_034331225.1-RS_2025_04_21	Complete Genome	2024-01-14		4	Klebsiella variicola
GCF_038178705.1	ASM3817870v1	2025-04-17	Klebsiella variicola		KVTMDU					GCF_038178705.1-RS_2025_04_17	Complete Genome	2024-04-17		15	Klebsiella variicola
GCF_037287495.1	ASM3728749v1	2025-04-17	Klebsiella variicola		GN02708					GCF_037287495.1-RS_2025_04_17	Complete Genome	2024-04-05		1	Klebsiella variicola
GCF_041857135.1	kv240612_barcode19	2025-04-07	Klebsiella variicola		kv240612_barcode19					GCF_041857135.1-RS_2025_04_07	Complete Genome	2024-09-08		2	Klebsiella variicola
GCF_036687405.1	ASM3668740v1	2025-04-05	Klebsiella variicola		B19321					GCF_036687405.1-RS_2025_04_05	Complete Genome	2024-04-05		3	Klebsiella variicola
GCF_000019565.1	ASM1956v1	2025-04-04	Klebsiella variicola		342					GCF_000019565.1-RS_2025_04_04	Complete Genome	2008-09-24		3	Klebsiella variicola
GCF_028871695.1	ASM2887169v1	2025-04-03	Klebsiella variicola		SHET-01					GCF_028871695.1-RS_2025_04_03	Complete Genome	2023-02-27		3	Klebsiella variicola
GCF_013728275.1	ASM1372827v1	2025-04-02	Klebsiella variicola		RHBSTW-00883					GCF_013728275.1-RS_2025_04_02	Complete Genome	2020-07-27		3	Klebsiella variicola
GCF_049200665.1	ASM4920066v1	2025-04-02	Klebsiella variicola		2018C01-122					GCF_049200665.1-RS_2025_04_02	Complete Genome	2025-04-04		4	Klebsiella variicola
GCF_000828055.2	ASM82805v2	2025-03-05	Klebsiella variicola		DSM 15968					GCF_000828055.2-RS_2025_03_05	Complete Genome	2016-07-29		1	Klebsiella variicola
GCF_001989495.1	ASM198949v1	2025-03-05	Klebsiella variicola		GJ1					GCF_001989495.1-RS_2025_03_05	Complete Genome	2017-02-07		4	Klebsiella variicola
GCF_001989515.1	ASM198951v1	2025-03-05	Klebsiella variicola		GJ2					GCF_001989515.1-RS_2025_03_05	Complete Genome	2017-02-07		5	Klebsiella variicola
GCF_001989535.1	ASM198953v1	2025-03-05	Klebsiella variicola		GJ3					GCF_001989535.1-RS_2025_03_05	Complete Genome	2017-02-07		5	Klebsiella variicola
GCF_047947005.1	ASM4794700v1	2025-02-25	Klebsiella variicola		KP692JT					GCF_047947005.1-RS_2025_02_25	Complete Genome	2025-02-28		6	Klebsiella variicola
GCF_023703815.1	ASM2370381v1	2025-02-18	Klebsiella variicola		FF907					GCF_023703815.1-RS_2025_02_18	Complete Genome	2022-06-13		1	Klebsiella variicola
GCF_025579425.1	ASM2557942v2	2025-02-17	Klebsiella variicola		2022CK-00504					GCF_025579425.1-RS_2025_02_17	Complete Genome	2022-12-29		4	Klebsiella variicola
GCF_026069095.1	ASM2606909v2	2025-02-17	Klebsiella variicola		2022CK-00568					GCF_026069095.1-RS_2025_02_17	Complete Genome	2022-12-29		6	Klebsiella variicola
GCF_025579405.1	ASM2557940v2	2025-02-17	Klebsiella variicola		2022CK-00502					GCF_025579405.1-RS_2025_02_17	Complete Genome	2022-12-29		4	Klebsiella variicola
GCF_025579445.1	ASM2557944v2	2025-02-17	Klebsiella variicola		2022CK-00500					GCF_025579445.1-RS_2025_02_17	Complete Genome	2022-12-29		4	Klebsiella variicola
GCF_025676845.1	ASM2567684v2	2025-02-17	Klebsiella variicola		2022CK-00505					GCF_025676845.1-RS_2025_02_17	Complete Genome	2022-12-29		5	Klebsiella variicola
GCF_025579525.1	ASM2557952v2	2025-02-17	Klebsiella variicola		2022CK-00503					GCF_025579525.1-RS_2025_02_17	Complete Genome	2022-12-29		4	Klebsiella variicola
GCF_025676585.1	ASM2567658v2	2025-02-17	Klebsiella variicola		2022CK-00501					GCF_025676585.1-RS_2025_02_17	Complete Genome	2022-12-29		4	Klebsiella variicola
GCF_026069065.1	ASM2606906v2	2025-02-17	Klebsiella variicola		2022CK-00567					GCF_026069065.1-RS_2025_02_17	Complete Genome	2022-12-29		7	Klebsiella variicola
GCF_021228835.1	ASM2122883v1	2025-02-16	Klebsiella variicola subsp. variicola		KPN692					GCF_021228835.1-RS_2025_02_16	Complete Genome	2021-12-19		6	Klebsiella variicola
GCF_036452015.1	ASM3645201v1	2025-02-08	Klebsiella variicola		PS00262.4					GCF_036452015.1-RS_2025_02_08	Complete Genome	2024-02-08		5	Klebsiella variicola
GCF_026967735.1	ASM2696773v1	2025-02-05	Klebsiella variicola		2022CK-00564					GCF_026967735.1-RS_2025_02_05	Complete Genome	2022-12-18		4	Klebsiella variicola
GCF_026967755.1	ASM2696775v1	2025-02-05	Klebsiella variicola		2022CK-00565					GCF_026967755.1-RS_2025_02_05	Complete Genome	2022-12-18		4	Klebsiella variicola
GCF_024507955.1	ASM2450795v1	2025-08-27	Pseudomonas aeruginosa		ATCC 27853					GCF_024507955.1-RS_2025_08_27	Complete Genome	2022-08-03		1	Pseudomonas aeruginosa
GCF_022570415.1	ASM2257041v1	2025-08-25	Pseudomonas aeruginosa		H05					GCF_022570415.1-RS_2025_08_25	Complete Genome	2022-03-15		2	Pseudomonas aeruginosa
GCF_001632245.1	ASM163224v1	2025-08-25	Pseudomonas aeruginosa		BAMCPA07-48					GCF_001632245.1-RS_2025_08_25	Complete Genome	2016-04-26		1	Pseudomonas aeruginosa
GCF_022570435.1	ASM2257043v1	2025-08-25	Pseudomonas aeruginosa		H04					GCF_022570435.1-RS_2025_08_25	Complete Genome	2022-03-15		1	Pseudomonas aeruginosa
GCF_022570455.1	ASM2257045v1	2025-08-25	Pseudomonas aeruginosa		H03					GCF_022570455.1-RS_2025_08_25	Complete Genome	2022-03-15		1	Pseudomonas aeruginosa
GCF_022570115.1	ASM2257011v1	2025-08-25	Pseudomonas aeruginosa		H08					GCF_022570115.1-RS_2025_08_25	Complete Genome	2022-03-15		1	Pseudomonas aeruginosa
GCF_022570235.1	ASM2257023v1	2025-08-25	Pseudomonas aeruginosa		H07					GCF_022570235.1-RS_2025_08_25	Complete Genome	2022-03-15		1	Pseudomonas aeruginosa
GCF_001516105.1	ASM151610v1	2025-08-25	Pseudomonas aeruginosa		T63266					GCF_001516105.1-RS_2025_08_25	Complete Genome	2016-01-15		1	Pseudomonas aeruginosa
GCF_001606045.1	ASM160604v1	2025-08-25	Pseudomonas aeruginosa		N17-1					GCF_001606045.1-RS_2025_08_25	Complete Genome	2016-04-04		1	Pseudomonas aeruginosa
GCF_000026645.1	ASM2664v1	2025-08-25	Pseudomonas aeruginosa LESB58		LESB58					GCF_000026645.1-RS_2025_08_25	Complete Genome	2008-12-24		1	Pseudomonas aeruginosa
GCF_000496455.2	ASM49645v2	2025-08-25	Pseudomonas aeruginosa DHS01		DH01					GCF_000496455.2-RS_2025_08_25	Complete Genome	2016-01-25		1	Pseudomonas aeruginosa
GCF_052171915.1	ASM5217191v1	2025-08-21	Pseudomonas aeruginosa		CRPA-9					GCF_052171915.1-RS_2025_08_21	Complete Genome	2025-08-21	JBQJKB01	2	Pseudomonas aeruginosa
GCF_013376775.1	ASM1337677v1	2025-08-21	Pseudomonas aeruginosa		CDN129					GCF_013376775.1-RS_2025_08_21	Complete Genome	2020-06-30		1	Pseudomonas aeruginosa
GCF_028366415.1	ASM2836641v3	2025-08-19	Pseudomonas aeruginosa		2023CK-00048					GCF_028366415.1-RS_2025_08_19	Complete Genome	2023-08-06		1	Pseudomonas aeruginosa
GCF_022569975.1	ASM2256997v1	2025-08-19	Pseudomonas aeruginosa		H10					GCF_022569975.1-RS_2025_08_19	Complete Genome	2022-03-15		1	Pseudomonas aeruginosa
GCF_022569995.1	ASM2256999v1	2025-08-19	Pseudomonas aeruginosa		H09					GCF_022569995.1-RS_2025_08_19	Complete Genome	2022-03-15		1	Pseudomonas aeruginosa
GCF_022533445.1	ASM2253344v1	2025-08-18	Pseudomonas aeruginosa		ISS SRV-K					GCF_022533445.1-RS_2025_08_18	Complete Genome	2022-03-09		2	Pseudomonas aeruginosa
GCF_030563585.1	ASM3056358v1	2025-08-18	Pseudomonas aeruginosa		AU10241			AU10241_L13_Resistant		GCF_030563585.1-RS_2025_08_18	Complete Genome	2023-08-01		1	Pseudomonas aeruginosa
GCF_030564045.1	ASM3056404v1	2025-08-18	Pseudomonas aeruginosa		AU10241					GCF_030564045.1-RS_2025_08_18	Complete Genome	2023-08-01		1	Pseudomonas aeruginosa
GCF_030563765.1	ASM3056376v1	2025-08-18	Pseudomonas aeruginosa		AU10241			AU10241_L13_Control		GCF_030563765.1-RS_2025_08_18	Complete Genome	2023-08-01		1	Pseudomonas aeruginosa
GCF_052072165.1	ASM5207216v1	2025-08-17	Pseudomonas aeruginosa		PAMS					GCF_052072165.1-RS_2025_08_17	Complete Genome	2025-08-17	JBQGPN01	2	Pseudomonas aeruginosa
GCF_051989275.1	ASM5198927v1	2025-08-14	Pseudomonas aeruginosa		HNIBRBA1976					GCF_051989275.1-RS_2025_08_14	Complete Genome	2025-08-15		1	Pseudomonas aeruginosa
GCF_051988505.1	ASM5198850v1	2025-08-14	Pseudomonas aeruginosa		HNIBRBA3474					GCF_051988505.1-RS_2025_08_14	Complete Genome	2025-08-15		1	Pseudomonas aeruginosa
GCF_051905005.1	ASM5190500v1	2025-08-11	Pseudomonas aeruginosa		71					GCF_051905005.1-RS_2025_08_11	Complete Genome	2025-08-11		1	Pseudomonas aeruginosa
GCF_013343415.1	ASM1334341v1	2025-08-11	Pseudomonas aeruginosa		DVT421					GCF_013343415.1-RS_2025_08_11	Complete Genome	2020-06-15		1	Pseudomonas aeruginosa
GCF_024089395.1	ASM2408939v1	2025-08-11	Pseudomonas aeruginosa		PAO1_Mat-X-1					GCF_024089395.1-RS_2025_08_11	Complete Genome	2022-06-30		1	Pseudomonas aeruginosa
GCF_022569855.1	ASM2256985v1	2025-08-08	Pseudomonas aeruginosa		H20					GCF_022569855.1-RS_2025_08_08	Complete Genome	2022-03-15		1	Pseudomonas aeruginosa
GCF_022569915.1	ASM2256991v1	2025-08-07	Pseudomonas aeruginosa		H16					GCF_022569915.1-RS_2025_08_07	Complete Genome	2022-03-15		1	Pseudomonas aeruginosa
GCF_051853055.1	ASM5185305v1	2025-08-07	Pseudomonas aeruginosa		AUS531					GCF_051853055.1-RS_2025_08_07	Complete Genome	2025-08-08		1	Pseudomonas aeruginosa
GCF_013343515.1	ASM1334351v1	2025-08-06	Pseudomonas aeruginosa		DVT413					GCF_013343515.1-RS_2025_08_06	Complete Genome	2020-06-15		1	Pseudomonas aeruginosa
GCF_024300845.1	ASM2430084v1	2025-08-06	Pseudomonas aeruginosa		R20-14					GCF_024300845.1-RS_2025_08_06	Complete Genome	2022-07-18		2	Pseudomonas aeruginosa
GCF_022569895.1	ASM2256989v1	2025-08-06	Pseudomonas aeruginosa		H17					GCF_022569895.1-RS_2025_08_06	Complete Genome	2022-03-15		1	Pseudomonas aeruginosa
GCF_002411865.3	ASM241186v3	2025-08-05	Pseudomonas aeruginosa		97					GCF_002411865.3-RS_2025_08_05	Complete Genome	2019-02-06		1	Pseudomonas aeruginosa
GCF_013347245.1	ASM1334724v1	2025-08-05	Pseudomonas aeruginosa		CDN118					GCF_013347245.1-RS_2025_08_05	Complete Genome	2020-06-16		1	Pseudomonas aeruginosa
GCF_005305005.1	ASM530500v1	2025-08-05	Pseudomonas aeruginosa		PA298					GCF_005305005.1-RS_2025_08_05	Complete Genome	2019-05-14		2	Pseudomonas aeruginosa
GCF_013343375.1	ASM1334337v1	2025-08-05	Pseudomonas aeruginosa		DVT425					GCF_013343375.1-RS_2025_08_05	Complete Genome	2020-06-15		1	Pseudomonas aeruginosa
GCF_013343475.1	ASM1334347v1	2025-08-05	Pseudomonas aeruginosa		DVT779					GCF_013343475.1-RS_2025_08_05	Complete Genome	2020-06-15		1	Pseudomonas aeruginosa
GCF_028994395.2	ASM2899439v2	2025-08-03	Pseudomonas aeruginosa		PE21					GCF_028994395.2-RS_2025_08_03	Complete Genome	2025-07-22	JARDUV02	2	Pseudomonas aeruginosa
GCF_003433235.1	ASM343323v1	2025-08-03	Pseudomonas aeruginosa		24Pae112					GCF_003433235.1-RS_2025_08_03	Complete Genome	2018-08-30		1	Pseudomonas aeruginosa
GCF_024266935.1	ASM2426693v1	2025-08-03	Pseudomonas aeruginosa		PA-2					GCF_024266935.1-RS_2025_08_03	Complete Genome	2022-07-14		2	Pseudomonas aeruginosa
GCF_024266915.1	ASM2426691v1	2025-08-03	Pseudomonas aeruginosa		PA-1					GCF_024266915.1-RS_2025_08_03	Complete Genome	2022-07-14		2	Pseudomonas aeruginosa
GCF_013255565.1	ASM1325556v1	2025-08-03	Pseudomonas aeruginosa		PSE6684					GCF_013255565.1-RS_2025_08_03	Complete Genome	2020-06-03		1	Pseudomonas aeruginosa
GCF_013343335.1	ASM1334333v1	2025-08-03	Pseudomonas aeruginosa		DVT429					GCF_013343335.1-RS_2025_08_03	Complete Genome	2020-06-15		1	Pseudomonas aeruginosa
GCF_013343395.1	ASM1334339v1	2025-08-03	Pseudomonas aeruginosa		DVT423					GCF_013343395.1-RS_2025_08_03	Complete Genome	2020-06-15		1	Pseudomonas aeruginosa
GCF_013343575.1	ASM1334357v1	2025-08-03	Pseudomonas aeruginosa		DVT401					GCF_013343575.1-RS_2025_08_03	Complete Genome	2020-06-15		1	Pseudomonas aeruginosa
GCF_013343315.1	ASM1334331v1	2025-08-03	Pseudomonas aeruginosa		DVT729					GCF_013343315.1-RS_2025_08_03	Complete Genome	2020-06-15		1	Pseudomonas aeruginosa
GCF_013343495.1	ASM1334349v1	2025-08-03	Pseudomonas aeruginosa		DVT414					GCF_013343495.1-RS_2025_08_03	Complete Genome	2020-06-15		1	Pseudomonas aeruginosa
GCF_013260445.1	ASM1326044v1	2025-08-03	Pseudomonas aeruginosa		YD001					GCF_013260445.1-RS_2025_08_03	Complete Genome	2020-06-03		1	Pseudomonas aeruginosa
GCF_024266805.1	ASM2426680v1	2025-08-03	Pseudomonas aeruginosa		F13					GCF_024266805.1-RS_2025_08_03	Complete Genome	2022-07-14		1	Pseudomonas aeruginosa
GCF_013343355.1	ASM1334335v1	2025-08-03	Pseudomonas aeruginosa		DVT427					GCF_013343355.1-RS_2025_08_03	Complete Genome	2020-06-15		1	Pseudomonas aeruginosa
GCF_030717425.1	ASM3071742v1	2025-08-23	Pseudomonas putida		MRSN365855					GCF_030717425.1-RS_2025_08_23	Complete Genome	2023-08-12		3	Pseudomonas putida
GCF_052075905.1	ASM5207590v1	2025-08-18	Pseudomonas putida		S2/27					GCF_052075905.1-RS_2025_08_18	Complete Genome	2025-08-18		1	Pseudomonas putida
GCF_024508115.1	ASM2450811v1	2025-08-16	Pseudomonas putida		ATCC 12633					GCF_024508115.1-RS_2025_08_16	Complete Genome	2022-08-03		1	Pseudomonas putida
GCF_051934435.1	ASM5193443v1	2025-08-13	Pseudomonas putida		rG-M					GCF_051934435.1-RS_2025_08_13	Complete Genome	2025-08-13		1	Pseudomonas putida
GCF_051934905.1	ASM5193490v1	2025-08-13	Pseudomonas putida		rG2-E					GCF_051934905.1-RS_2025_08_13	Complete Genome	2025-08-13		1	Pseudomonas putida
GCF_051941265.1	ASM5194126v1	2025-08-13	Pseudomonas putida		CD					GCF_051941265.1-RS_2025_08_13	Complete Genome	2025-08-13		1	Pseudomonas putida
GCF_024266625.1	ASM2426662v1	2025-08-03	Pseudomonas putida		HSM-C2					GCF_024266625.1-RS_2025_08_03	Complete Genome	2022-07-14		1	Pseudomonas putida
GCF_002741075.1	IEC330191.0	2025-07-24	Pseudomonas putida		IEC33019					GCF_002741075.1-RS_2025_07_24	Complete Genome	2016-08-05		2	Pseudomonas putida
GCF_013305625.2	ASM1330562v2	2025-07-23	Pseudomonas putida		NY5709					GCF_013305625.2-RS_2025_07_23	Complete Genome	2020-06-09		2	Pseudomonas putida
GCF_030440385.1	ASM3044038v1	2025-07-22	Pseudomonas putida		KT2440			PCA		GCF_030440385.1-RS_2025_07_22	Complete Genome	2023-07-12		1	Pseudomonas putida
GCF_024125675.1	ASM2412567v1	2025-07-21	Pseudomonas putida		PCL1760					GCF_024125675.1-RS_2025_07_21	Complete Genome	2022-07-03		1	Pseudomonas putida
GCF_051246325.1	ASM5124632v1	2025-07-09	Pseudomonas putida		PSBB026					GCF_051246325.1-RS_2025_07_09	Complete Genome	2025-07-10		1	Pseudomonas putida
GCF_040250365.1	CIAD_PPut_1.0	2025-06-28	Pseudomonas putida		CRA-04					GCF_040250365.1-RS_2025_06_28	Complete Genome	2024-06-22		1	Pseudomonas putida
GCF_050989985.1	ASM5098998v1	2025-06-18	Pseudomonas putida		PSE9					GCF_050989985.1-RS_2025_06_18	Complete Genome	2025-06-19		1	Pseudomonas putida
GCF_050990305.1	ASM5099030v1	2025-06-18	Pseudomonas putida		PSE7					GCF_050990305.1-RS_2025_06_18	Complete Genome	2025-06-19		1	Pseudomonas putida
GCF_018141045.1	ASM1814104v1	2025-06-14	Pseudomonas putida		YC-AE1					GCF_018141045.1-RS_2025_06_14	Complete Genome	2021-04-27		4	Pseudomonas putida
GCF_000281215.1	ASM28121v1	2025-06-10	Pseudomonas putida DOT-T1E		DOT-T1E					GCF_000281215.1-RS_2025_06_10	Complete Genome	2012-07-24		1	Pseudomonas putida
